215,Roque Santa Cruz
2989,Paolo Guerrero
3539,Luke Steele
3655,Joe Murphy
3755,Óscar Ustari
3999,Paul Jones
5336,A. Tsokanis
7161,Jonas Hofmann
8187,Juanmi Callejón
8198,Cristiano Ronaldo
9247,A. Dlugaiczyk
11111,Ramiro Funes Mori
11530,Lionel Carole
11686,Ian Henderson
12249,Éver Banega
12282,Daley Blind
12589,Craig Gordon
12778,David Hutton
13562,Tony Craig
13943,Emiliano Olcese
14086,Ashley Young
14783,Wullie Gibson
15185,Lukas Podolski
15570,Igor Akinfeev
15799,Santi Cazorla
16043,A. Albertini
16136,Dante
16756,Oleg Ivanov
16911,Kasper Schmeichel
17259,Manuel Neuer
17965,Hugo Lloris
18197,Peter Cherrie
18918,Per Skjelbred
18922,Karim Benzema
18940,Rémy Riou
19483,Tobias Müller
19992,Miguel Torrén
20137,José Sosa
20769,Víctor Sifontes
21101,Milan Petrzela
21286,Pato
21327,Ron-Robert Zieler
22206,Steve Arnold
22311,Martín Comachi
22415,Fábio
22686,Cephas Malele
22860,Jesper Hansen
23523,Thomas Mikkelsen
23553,Lennart Thy
23874,Vincent Rüfli
24846,Ricardo Batista
25186,Mark Howard
25289,António Filipe
25389,Martin Woods
25520,Remko Pasveer
25557,Sergio Ramos
25758,Jaba Kankava
25838,Galin Ivanov
26153,Zapater
26268,Rubens Sambueza
26485,Jérôme Boateng
27178,Rúben Fernandes
27349,Muriel
27969,Emmanuel-Thomas
27992,Luka Modrić
28003,Lionel Messi
28099,Rodrigo López
28247,Maxx Creevey
28285,Dani Pacheco
28308,Jasmin Buric
28396,Edin Džeko
28874,Leonardo Villa
29091,Nenê
29241,Thiago Silva
29364,João Moutinho
29574,Jesús Corona
29874,Brendan Clarke
29899,Josip Tadic
30321,Oscar Trejo
30687,Maxi Moralez
30753,Enrique Bologna
30957,Gustavo Fernández
31067,de Guzmán
31406,Haroune Camara
31671,Turki Al-Ammar
32113,Armando Izzo
32526,Kyle McFadzean
32928,Roi Kehat
33210,Przemyslaw Tyton
33637,Mark Cousins
33763,Massimo Coda
33829,José Fonte
33862,Sinan Bolat
33873,Asmir Begovic
33952,Papiss Cissé
34198,Andrea Masiello
34296,A. Papageorgiou
34334,Enrico Alfonso
34542,Marek Suchy
34577,Tomislav Bozic
34661,Dimitar Iliev
35004,Balázs Dzsudzsák
35207,Marco Reus
35416,David McGoldrick
35645,Kamil Vacek
35699,Ondrej Kudela
35976,Dragan Ceran
36139,Dušan Tadić
36150,Janko Tumbasevic
36175,S. Stjepanovic
36529,Kevin McDonald
36709,Brian Graham
36753,Tommaso Silvestri
36789,Maciej Gostomski
37040,Erik Midtgarden
37339,Joona Toivio
37666,Arturo Vidal
37773,Adam Rooney
37788,Philipp Hosiner
37834,Felipe Caicedo
37838,Dejan Lovren
37920,Kamil Grosicki
37934,Hugo Rodallega
38003,Alexander Büttner
38073,Martin Olsson
38204,Andrej Prskalo
38232,Jonathan McDonald
38253,R. Lewandowski
38340,Ivelin Popov
38607,Di Francesco
38803,José Montiel
38857,Andro Svrljuga
38920,Josip Knezevic
38978,Christian Brüls
38998,Marquitos
39049,Kei Kamara
39096,Martin Männel
39125,Borna Barisic
39333,Caner Erkin
39471,Brad Guzan
39655,Humberto Suazo
39665,Tomas Necid
39801,Nazeer Allie
39827,Jacob Butterfield
39918,Régis Gurtner
40433,Alexis Sánchez
40436,Ben Sahar
40447,Ismaël Gace
40478,Roman Neustädter
40501,Víctor Figueroa
40520,René Vollath
40617,Sam Hutchinson
40804,Arnaldo Giménez
41099,Mark Little
41131,Trevor Carson
41187,Steffen Hagen
41335,Ruben Jenssen
41355,van Wolfswinkel
41362,Gustav Svensson
41384,Marko Arnautovic
41399,Silvio Rodic
41458,Robert Tesche
41780,Ivan Marconi
41869,Per-Egil Flo
41875,Even Hovland
41920,Salvatore Burrai
41982,Radja Nainggolan
41997,Lars Vilsvik
42004,Deni Alar
42205,Yann Sommer
42249,Alan Judge
42267,Nabil Dirar
42401,Artur Jedrzejczyk
42457,Dayro Moreno
42460,Ivan Perišić
42547,Lewis Stevenson
42657,Linas Pilibaitis
42717,Jo Coppens
42748,Jelle Vossen
42762,Mirko Drudi
42793,Ats Purje
42796,Nicola Ravaglia
42826,Lee Langeveldt
42913,Lasse Nielsen
43010,Martin Spelmann
43011,David Williams
43077,Mike Jensen
43228,Albert Rusnák
43300,Ciprian Deac
43448,Aleksandr Mokin
43484,Jonny Tuffey
43491,Gabriel Graciani
43696,Ángelo Balanta
43722,Mauricio Isla
43728,Milos Nikolic
43734,Paul McGowan
43785,Andy Graham
43824,Kevin Müller
43907,A. Gignac
44058,Wojciech Szczesny
44062,Adán
44155,Davide Simoncini
44352,Luis Suárez
44666,Michele Rinaldi
44698,Camora
44726,Anders Jacobsen
44799,Mark Randall
44857,Adrián Alvarez
44948,F. Forestieri
44990,Ali Türkan
45022,Antonio Soldo
45042,Radoslaw Majewski
45047,Piotr Misztal
45106,Simon Pontdemé
45212,Eray Birniçan
45228,Ryan Flynn
45256,J. Babin
45287,Adel Taarabt
45304,David Mateos
45307,Lautaro Acosta
45308,Yu Hanchao
45320,Ángel Di María
45327,Ismael Sosa
45425,Alexander Gorgon
45492,Craig Forsyth
45518,Sho Ito
45529,Said Ahmed Said
45567,Jonathan Biabiany
45577,Sebastián Ribas
45607,N. Featherstone
45646,Diego Buonanotte
45660,E. Choupo-Moting
45672,Kevin Trapp
45673,Edgar
45832,Ivan Santini
45865,Óscar Cardozo
46001,Moussa Sissoko
46083,Domagoj Vida
46104,Stevan Jovetić
46205,Edin Cocalic
46252,Ibrahim Sehic
46340,Semir Stilic
46346,Stojan Vranjes
46371,A. Kosoric
46407,Bozidar Radosevic
46413,Ante Budimir
46415,Duje Cop
46543,Daniel Florea
46552,Kamil Glik
46580,Andrej Kramaric
46582,Ionuț Larie
46612,Filip Ozobic
46741,David Luiz
46841,Bojan Pavlovic
46934,A. Ignjatovic
46972,Teemu Pukki
46989,Sasa Stamenkovic
46991,Igor Stefanović
47048,Milan Bojovic
47085,Nenad Tomovic
47367,Ahmed Adel
47459,Ante Puljic
47474,Marin Tomasov
47533,Marko Stanojevic
47592,Fagner
47594,Zlatan Alomerovic
47703,Petteri Pennanen
47729,Haris Radetinac
47785,Jukka Raitala
47909,Andy Williams
48015,Lukas Hradecky
48066,Andy Carroll
48078,Sam Vokes
48098,James Wilson
48119,Danijel Aleksic
48164,S. Medojevic
48226,Sam Foley
48249,Marcus Danielson
48261,Glenn Morris
48262,Krisztián Németh
48280,Edinson Cavani
48765,Ilija Spasojević
48810,Domagoj Antolic
48870,Jonas Lössl
48873,Mario Maloca
48898,Berat Sadik
48907,Erik Sviatchenko
49031,Ádám Vass
49275,Albin Ekdal
49374,Hamza Bencherif
49459,Ryan Taylor
49484,Theo Streete
49499,G. Wijnaldum
49500,Roberto Rosales
49501,Elias Kachunga
49542,Billy Sharp
49597,Ben Hinchliffe
49637,Shaun Whalley
49693,Andreas Weimann
49730,Sebastian Jung
49782,Nenad Filipovic
49790,Nikola Komazec
49800,Milan Mitrovic
49929,Vedran Jugovic
49985,Ivan Tomecak
50056,Atli Gregersen
50057,Aaron Ramsey
50104,Dean Bouzanis
50144,Cássio
50200,Kosta Barbarouses
50201,Christian Benteke
50219,Simon Mignolet
50487,Christian Santos
50600,Marc Lorenz
50655,Efecan Karaca
50669,Nacho Fernández
50695,Ivor Weitzer
50742,David Worrall
50806,Adnan Aganovic
50935,Chicharito
50962,András Simon
51035,Johny Placide
51046,Héctor Moreno
51069,Stefan Kutschke
51079,Pablo Barrera
51142,Bogdan Milosevic
51152,A. Mitrović
51161,Zivko Zivkovic
51174,Fernando
51224,Daylon Claasen
51225,Hernán Rengifo
51227,Dame Traoré
51349,Mikkel Rygaard
51356,Raúl Bobadilla
51408,Natalio
51471,Mateo Kovacic
51540,Henri Saivet
51546,Kevin Escamilla
51569,Sasa Strujic
